actual_rul,pred_rul
22,30.137170852530872
39,48.45003179422697
107,118.16471323239949
75,86.01839423494356
149,102.70599569170561
78,100.15026656474625
94,113.15988678604992
14,14.54756284539606
99,98.84598596538757
162,129.1655580372535
143,125.48603174470743
7,12.591991801491435
71,73.68979450551863
105,98.37782840411288
12,23.282484060033227
160,124.68002704640782
162,112.45986300531823
104,102.15027686392244
194,129.6399674125067
82,94.37945686502084
91,94.44548374210638
11,15.57149373095999
26,36.77235963067067
142,119.39006081296982
39,38.89542268548433
92,108.03477814502817
76,71.41940637386334
124,129.13254434217117
64,73.43562084538785
118,112.91101390495069
6,12.457897284063094
22,20.141956873174628
147,122.59479553521732
126,93.53884248139371
36,29.236015953587053
73,80.15654820492999
89,72.6163451787705
11,18.493451370934384
151,87.03941894754962
10,20.13352020578678
97,83.13857548146805
30,23.1124539065649
42,66.55494268131388
60,46.36921855526345
85,102.90736965880029
134,127.77756845011207
34,34.51374937641969
45,48.08158495941555
24,26.061949759745293
86,92.04419975642115
119,119.35159852573248
151,126.89150728534054
142,122.6907197496349
176,110.56744463818082
157,125.04369789040193
67,80.61981355096238
97,121.00811448979103
8,7.577148034872546
154,126.74617686729447
139,119.043457725719
51,41.7106993679825
33,37.39758188725865
184,122.32478560267704
46,52.04609321150776
12,27.922504660479635
133,103.57698065882323
46,46.204344250638805
46,45.19452387064865
12,17.540394268569536
33,44.36324402753422
15,22.398119337841717
176,125.55156273808878
23,34.348258136263645
89,101.36602360614444
124,121.16385419895698
163,129.57420071305214
25,51.510962164441736
74,91.6726323792535
78,95.69419483195152
114,106.20324014265772
96,121.01114564020446
10,17.370771524281032
172,123.38443423682281
166,127.92936456161061
115,116.90640196640534
70,66.27947222405886
94,123.12956249513515
56,77.08721076419702
86,74.15132171272182
96,75.5323418509047
50,48.6990070242674
73,104.54560972635205
154,119.21460606482322
129,119.16040763956354
171,103.34674866441024
71,95.56135578363605
105,109.10869485121458
113,124.61048953501677
37,44.981765046570445
7,15.098576988783588
13,17.40770404014285
22,18.785819351145875
9,20.35834172993662
120,127.01323856914745
100,80.92759978124674
107,71.73896247976988
41,70.74966028978298
153,124.35745943074804
126,127.61854600643392
59,64.67104056732398
18,24.528840244295385
66,106.98041525072728
13,19.13471392277263
14,24.204212006125054
139,111.59145841147283
13,13.892663510451104
75,117.05381718889016
8,21.058777252052447
109,98.79493549918797
137,103.67763647359696
41,37.471524369121134
192,126.36276312276905
23,33.52037703125928
86,56.08399604341931
184,123.04724995394781
15,17.58868304532888
195,126.79227751980932
126,123.91411613997303
120,114.29812222734718
165,102.46863635612848
101,86.18578363093268
116,100.5779336739529
126,127.72669596291827
36,45.43261424300213
7,12.099411164282586
122,109.67991031273851
159,110.92411165222148
88,88.10228034163181
173,127.27082411495822
146,103.8389945166333
130,129.01135893451584
108,126.51168021219719
53,56.982524432918034
162,127.77566578311522
59,91.4477937392455
100,127.35153098110791
56,73.89116742718844
145,119.14119366701686
76,70.89186892650343
57,58.66725462179172
31,21.798515778797405
88,105.66573789061108
173,104.95511725244236
34,46.715663862073924
7,13.822546944291298
133,127.71490075957223
172,123.99631143766892
6,9.33753059771421
22,23.02590843443079
83,116.78485885066726
82,82.58326695115129
84,107.22176529376644
95,110.14374121485915
174,129.4234331008578
111,119.6935112989819
72,118.46566542929362
109,126.59253608249594
87,106.76356755681665
179,128.78368185931873
158,129.47624888101464
126,88.09596473961143
12,22.354842125424977
8,8.202962475688974
10,18.54047135351057
123,79.75946588077109
103,84.31464103411241
12,27.44956684200426
106,99.71705408533794
12,18.189315436882506
32,25.088359332966096
37,26.17249253511807
116,121.67451609570742
15,20.16878174743957
10,13.212052952906411
46,41.461140173879656
142,127.80001781411796
24,39.60403006876177
135,101.05495083850793
56,106.28835471918892
43,56.300244134519374
178,127.913011740514
71,88.65630589533049
104,101.14996318466014
15,20.01927299030101
166,125.19906354109764
89,123.2862616407751
36,38.816440729980556
11,15.243990722147846
92,66.44818717019778
96,82.83011207131018
59,97.19418331892352
13,10.736088561102624
167,127.48943017567446
151,122.18524286034148
154,111.21552646773799
109,103.43685470650142
116,117.7888664776127
91,84.14654274268814
11,16.489102822704826
88,97.82379498836464
108,116.14135099630825
76,74.98702240098352
14,20.84661304081786
89,91.61260711302418
145,124.38552617181065
17,16.953455283461604
66,74.8750514124795
154,118.742444435546
41,43.39872822349483
182,125.22112687229796
73,84.6030470134153
39,49.742354433593256
58,52.30003524448491
14,17.004014647693584
145,128.0443923160005
88,105.34158513155744
162,128.01896157852465
189,126.90982533065099
120,129.6124909251475
98,101.80245578424376
33,37.375198679853305
184,112.60422113917335
110,101.18665456102379
68,60.94237895700528
24,28.356088459648166
75,88.82241681158295
18,18.60662314163181
16,16.461331145016846
166,129.21879811980426
98,37.624436298769645
176,127.880118644923
81,102.76471882728342
118,111.70207723518324
35,38.49040196361569
131,126.69085982283323
194,129.55219366456035
112,108.90829070103186
26,31.397102741543687
