actual_rul,pred_rul
18,18.885948
79,120.56033
106,92.22313
110,80.512985
15,23.26117
155,112.637726
6,7.1242523
90,85.42649
11,12.201263
79,108.82866
6,4.2588654
73,86.11488
30,25.762394
11,15.890617
37,46.560726
67,104.155716
68,58.667107
99,126.15983
22,32.71518
54,69.177734
97,96.680664
10,8.991859
142,129.43813
77,76.83878
88,90.47589
163,124.57106
126,126.41298
138,129.77303
83,100.31858
78,76.828705
75,81.21423
11,16.568726
53,71.5491
173,120.95978
63,76.10653
100,87.87353
151,125.62641
55,57.69569
48,53.553837
37,34.68131
44,30.104893
27,25.22998
18,25.422554
6,9.045494
15,16.9962
112,109.25336
131,106.01351
13,17.01934
122,116.8098
13,10.887123
98,129.13448
53,68.40525
52,63.615013
106,103.05535
103,89.15501
152,109.99373
123,113.626366
26,31.162357
178,125.80882
73,85.495674
169,122.06415
39,37.423492
39,36.23153
14,11.306808
11,8.260284
121,121.14019
86,74.039276
56,50.83942
115,97.66782
17,15.93026
148,116.79256
104,102.0415
78,84.32552
86,86.472565
98,82.18707
36,39.96575
94,120.823456
52,57.89839
91,113.78378
15,13.721985
141,125.780304
74,80.79414
146,122.488976
17,19.353409
47,43.150303
194,122.5267
21,25.697674
79,62.916332
97,116.05945
8,9.644005
9,13.067986
73,113.21862
183,128.20782
97,120.10368
73,103.64467
49,53.112873
31,35.57682
97,95.10031
9,9.089684
14,22.652275
106,122.09017
8,10.950981
8,7.165268
106,108.489624
116,123.8563
120,109.46776
61,87.3805
168,120.17208
35,39.173336
80,71.46137
9,17.112328
50,60.089096
151,124.50694
78,89.38835
91,76.74197
7,3.9566574
181,121.74309
150,113.13149
106,88.6926
15,17.507698
67,115.066284
145,130.637
180,116.39732
7,9.975136
179,123.54989
124,110.19557
82,78.06544
108,92.280846
79,72.50603
121,109.008446
120,121.05389
39,49.360325
38,59.770172
9,10.672157
167,113.66452
87,118.178345
88,75.0289
7,7.6857758
51,64.61401
55,45.1493
155,107.157646
47,43.15848
81,67.9801
43,49.729324
98,83.11304
10,12.013412
92,115.51989
11,13.24015
165,124.97658
34,37.72027
115,94.51155
59,77.350945
99,98.133606
103,126.222
108,116.68771
83,106.336525
171,103.17891
15,20.142738
9,10.024193
42,51.326
13,22.108498
41,43.396282
88,76.48698
14,9.461967
155,124.141495
188,115.78574
96,97.31114
82,88.40006
135,100.470566
182,117.59137
36,38.39728
107,117.56983
14,16.506287
95,111.468124
142,129.10352
23,25.27494
6,4.4780426
144,123.88789
35,37.22969
97,91.529594
68,59.03634
14,19.22998
67,77.03556
191,123.781685
19,15.350533
10,7.0946426
158,128.43312
183,113.60724
43,58.111313
12,16.055252
148,95.91125
13,14.326889
37,34.289745
122,128.01817
80,60.743156
93,116.80611
132,124.12187
32,33.127472
103,123.82172
174,108.03966
111,127.282745
68,80.84508
192,115.25442
121,127.98646
134,129.15918
48,55.83667
85,85.242455
8,8.796463
23,32.33441
8,6.6343613
6,5.5890274
57,48.10732
83,94.60238
172,123.1613
101,94.0662
81,77.09923
86,121.5014
165,128.85837
73,69.56895
121,118.046394
139,111.58591
75,54.709503
151,128.88374
145,128.2984
11,12.935036
108,93.95589
14,11.710754
126,128.60474
61,82.60727
85,103.95087
8,7.215706
101,79.881744
153,124.26483
89,77.1516
190,117.777954
12,11.699348
62,51.55672
134,109.83729
101,108.14067
121,128.40213
167,128.90652
17,16.27327
161,126.81234
181,128.37106
16,10.83551
152,116.939644
148,116.91406
56,72.96316
111,120.14087
23,25.575607
84,119.91445
12,4.549431
43,45.238773
48,47.42064
122,117.01474
191,121.504005
56,51.318344
131,100.89694
51,65.13459
