actual_rul,pred_rul
112,120.18211
98,111.61113
69,74.7078
82,85.06517
91,100.45039
93,115.38342
91,89.52792
95,85.143845
111,115.620865
96,56.975708
97,96.39048
124,92.08074
95,76.27065
107,117.283325
83,104.009865
84,91.12761
50,52.09302
28,32.542793
87,84.2713
16,13.451271
57,59.548737
111,118.56549
113,114.71088
20,22.397175
145,114.814224
119,117.58209
66,71.68978
97,78.54669
90,79.93935
115,101.56056
8,13.980301
48,47.214283
106,114.9707
7,4.757118
11,10.803825
19,25.84718
21,21.610126
50,59.04738
142,114.931015
28,43.976078
18,23.876171
10,13.260132
59,75.04334
109,115.8902
114,98.10773
47,48.35968
135,112.03308
92,112.606705
21,14.248131
79,96.99638
114,93.526405
29,26.94796
26,28.856117
97,109.27205
137,113.652115
15,15.975281
103,92.37009
37,37.127136
114,103.88979
100,97.31799
21,22.540882
54,41.918716
72,56.459892
28,29.085098
128,95.61051
14,19.711609
77,103.699005
8,12.334328
121,117.19121
94,82.967804
118,107.46312
50,60.42996
131,97.45973
126,113.258194
113,100.60129
10,7.6634216
34,27.16969
107,102.88904
63,79.8324
90,69.33464
8,4.979187
9,8.018478
137,114.3913
58,45.45585
118,113.52789
89,91.88673
116,117.12022
115,105.32848
136,109.07693
28,27.736881
38,35.030766
20,24.514168
85,62.95232
55,51.949593
128,108.19737
137,115.94778
82,99.8275
59,73.24605
117,102.0596
20,18.87188
