actual_rul,pred_rul
18,27.886337500889944
79,114.21724336627983
106,104.757306095915
110,100.97694962231762
15,21.663982224587627
155,126.35958491008952
6,5.811171853065858
90,86.94545002290873
11,3.861465861210789
79,113.69349415661456
6,-13.914442871560468
73,110.00864236905612
30,36.69081052632752
11,14.823518350839606
37,52.11528290776397
67,101.30066112227284
68,71.13682841205257
99,132.0687952807009
22,48.184838553679185
54,76.63525717547078
97,92.69523659057876
10,10.18872993055075
142,130.9286785235584
77,98.13072529338947
88,94.61928685131241
163,115.4811910740369
126,114.37516834698478
138,135.32219490889386
83,93.25486597123019
78,84.01367473943709
75,89.78922149763238
11,-0.08375351950495258
53,77.9103554609675
173,134.47996174299712
63,87.95391201138241
100,84.85754452336272
151,126.75096222519855
55,64.84632762629346
48,72.61760838202699
37,50.89931170439116
44,42.628409406463774
27,45.227480671797906
18,21.8863345666254
6,2.6480767757333865
15,15.958838180102433
112,120.2378695264738
131,109.86555511742141
13,19.268672623142116
122,128.4252067884062
13,12.780440165681284
98,120.28897689407175
53,72.91549249932226
52,67.15069060503839
106,116.70488191285277
103,93.84261516221659
152,130.66851887080585
123,121.44250722192857
26,52.0131832474498
178,130.37035862639098
73,79.04431857110293
169,127.21821073902717
39,34.536280173347755
39,43.43363782459552
14,22.700477854636013
11,28.85822637874933
121,112.85819488742462
86,101.96823381771634
56,76.49147302664349
115,104.10728018453491
17,17.684790662573235
148,126.14285700883846
104,103.25603516664614
78,82.43641960866786
86,103.04444652627758
98,101.07878095556691
36,45.27297358919692
94,105.79251924514597
52,77.37445407791903
91,110.27600541087124
15,22.29979569646489
141,103.87442287213757
74,87.29875408743295
146,124.5890470064455
17,26.109902264509252
47,50.48911702028792
194,122.3578345734866
21,38.39182397033158
79,81.60424194481935
97,115.17125689985656
8,0.8643343173284563
9,27.44219194495698
73,99.4659272304925
183,117.79511907921082
97,82.81369340606484
73,110.22667186235408
49,72.02571712691298
31,39.477218001704934
97,105.72600052381814
9,-9.331902627796808
14,13.45487180169745
106,123.67317027227071
8,-4.258503926724899
8,8.89134907852386
106,84.61738600130543
116,136.33399975136712
120,111.03079529704657
61,83.44079268034135
168,118.53086328897604
35,49.56316549194579
80,76.34947835572383
9,2.017425446718491
50,78.71645364332959
151,131.388653271814
78,91.42052130348115
91,73.61979645172917
7,12.63151654367472
181,131.13063685309544
150,100.32045469201694
106,86.32169826977301
15,14.9964871055315
67,115.22623823509193
145,131.42114935249657
180,123.70770499105956
7,7.917586763419422
179,114.5825179648252
124,93.58503684151748
82,83.72373421936172
108,93.9018507201189
79,84.21779595585731
121,104.66469742849097
120,116.51946202074018
39,66.15548143608963
38,70.58643616963957
9,-16.395694930348597
167,110.6586022324425
87,114.5471921272563
88,84.04286377920248
7,11.406678743176556
51,85.84902347826902
55,62.74188080471526
155,123.0477130228016
47,57.69992642683739
81,75.082961023657
43,48.24444956153766
98,98.24584672597047
10,-0.5897787756100143
92,115.48844573392029
11,7.451601002530921
165,127.34081992959446
34,41.52177022514439
115,94.21431911796638
59,76.8790367877807
99,110.06176546857134
103,120.01149911435714
108,115.80163478972733
83,110.29559598583188
171,117.90420706897369
15,13.748005085468023
9,20.794822360920463
42,63.77945995825847
13,15.723671302224105
41,51.625028113950464
88,94.29628903102353
14,-0.7151069155332692
155,129.5564289986794
188,112.60113091243517
96,106.0790552024727
82,89.47901638422269
135,114.37181689951532
182,109.64121854008569
36,56.05978684518679
107,100.88072175779496
14,18.119095029654673
95,110.19812581654669
142,127.3464109230614
23,19.187165817187875
6,-2.009044901153956
144,126.22459412424878
35,47.3374822633945
97,88.53167143899857
68,72.46334230766485
14,23.216807119175463
67,87.28982510620521
191,130.08972277381667
19,11.674899425061128
10,-7.777622197598262
158,121.09771402710514
183,110.19376310278004
43,60.12947677759809
12,28.88704703868533
148,103.8839625518672
13,20.918244905071425
37,50.69925780166314
122,122.04250152467354
80,82.01051644102968
93,108.75570994322082
132,122.32746923310567
32,43.81310189621001
103,110.61105201129052
174,130.0965981371144
111,147.23422006019337
68,92.17752401203974
192,129.21791543612272
121,124.8477174891234
134,136.66191117286058
48,53.58255937067088
85,111.86998674090218
8,-4.028700357250841
23,42.15087560485419
8,-7.202723601938743
6,-6.5113382820810415
57,70.36049353265015
83,99.18640924938177
172,115.79265436741792
101,116.93512575698946
81,83.39391012133665
86,130.62651571346353
165,152.28163091658743
73,93.81242293391497
121,131.15884162943638
139,117.06467641988678
75,71.64357240690018
151,132.7441557803192
145,131.83310993780827
11,18.761545842632856
108,87.58853350888502
14,24.01709947589282
126,116.20086543427664
61,89.2466781066213
85,120.41932987608757
8,-1.813402589767236
101,75.3551361617983
153,125.14273035478377
89,88.00316163554093
190,129.08691470091105
12,11.808252473778794
62,60.32059228176476
134,117.22782116782304
101,106.90469934756086
121,129.98046698861558
167,121.71090586607329
17,24.341828522357922
161,127.96109643207951
181,132.47636153640985
16,12.168482803154617
152,110.60680791205019
148,122.63278334339239
56,74.98428424155706
111,127.1024991258177
23,42.5269019548289
84,126.76894548471367
12,8.81117768017171
43,47.38927625766716
48,54.93524319764775
122,112.40846333068879
191,127.59741577581457
56,51.66727587366093
131,117.96654756873224
51,93.33423970697432
